Timestamp,Title,Place,Organisation,Requirements,Description,Salary,Contact,Further Information,Application deadline,Taggs,Editor,Other:,Job Type,Issue,
12/7/2012 13:55:26,Joint PhD Studentship,"Aberdeen and Manchester, UK",James Hutton Institute and Manchester Metropolitan University,"Funding Notes:
The studentship is funded under the JHI/MMU Joint PhD programme and will be undertaken in conjunction with the MMU. Bruce Edmonds of the Centre for Policy Modelling will be the primary university supervisor on this project. 
Candidates are urged strongly to apply as soon as possible so as to stand the best chance of success. A more detailed plan of the studentship is available to suitable candidates upon application. Funding is available for European applications, but non-EU applicants who possess suitable self-funding are also invited to apply.
About the studentship:
The studentship is jointly run by the JHI and the CPM/MMU.  The successful candidate will be based in Aberdeen, but will visit Manchester a few times a year.  The studentship is for 3 years and provides: (A) a stipend of £13,590 per year for living expenses (non-taxable) (B) 3 years PhD student fees (EU/UK student rate) (C) support for travel to Manchester (6 trips of 2-3 days duration a year) and/or international conferences up to a maximum total of £5130).  The PhD will be awarded by the MMU.  The JHI and the MMU will jointly provide training and support for the period of study.  The candidate must be willing to live near the JHI in Aberdeen, travel to Manchester for discussions and occasionally travel to international conferences.
","PhD Studentship in: Context dependency in socio-environmental modelling
Institutions: The James Hutton Institute (JHI) & Centre for Policy Modelling, Manchester Metropolitan University (CPM)
JHI PhD Supervisor: Dr G Polhill, JH Co-Supervisor: Dr A Girmona
CPM/MMU PhD Director of Studies: Dr Bruce Edmonds
Application Deadline: 15 January 2013
Funding Availability: Competition Funded PhD Project (European/UK Students Only)
Context
In a landscape managed by multiple owners varying from homeowners and non-agricultural businesses through to estates and agri-businesses, co-ordinated management of biodiversity is a challenge. Landscape fragmentation, climate change and habitat change all pose threats to species survival, whilst pro-environmental incentives are focused on individual landowners of particular types. In a special feature of the Proceedings of the National Academy of Sciences of the USA in 2007, Ostrom (2007) espoused the idea that there are ‘no panaceas’ for governance of socio-ecosystems towards the sustainable use of environmental resources. Brondizio et al. (2009) meanwhile argue that there is no fixed scale that is most appropriate to manage ecosystems. Given the failure to meet the 2010 Convention on Biodiversity Targets noted in the Global Biodiversity Outlook 3 and the adoption of the 2020 targets at EU and national levels, it is important to address the role of spatial, social, cultural and individual context in determining the effectiveness of measures aimed at promoting biodiversity. Since one way of evaluating such effectiveness is to use computer simulations of socio-environmental systems, such models need to address context. The goal of this work is to measure various ways in which context affects modelling and simulation work, focusing on how contextual variables influence path-dependence in a coupled socio-ecosystem model. In so doing, questions of how to address context in model design, whether context affects outcomes in the real world, and whether the context of the research affects model boundary will also need to be investigated.
In complex socio-environmental systems, simple explanations of relationships among observed phenomena are likely to be the exception rather than the rule. Hence, in considering such relationships it is necessary to consider how they are influenced by context and, crucially, when context has to be taken into account. In addition to spatio-temporal aspects, context has dimensions pertaining to agent interconnectedness at different levels and scales: social and environmental, involving interpersonal and interspecific interactions. Existing results from a landscape-scale model of farm decision-making and biodiversity (FEARLUS-SPOMM) have demonstrated in theory that the effectiveness of policy implementation options aimed at increasing biodiversity can be significantly influenced by context. 
Objectives
The objectives of this research are to study the role of context in simulation of socio-environmental systems at three levels, with a focus on the second: 
1.	Context in the simulation: How should our understanding of context influence the way decision-making is represented in agent-based models? How can we efficiently represent ‘context-aware’ agents? 
2.	Context of the simulation: What constraints are imposed by context on where a socio-environmental system can go: how do initial conditions and exogenous scenario variables influence model behaviour? What evidence is there for the influence of context variables on system outcome in the real world? 
3.	Context of the research: How does the context of the research influence representation in the model and model boundary? What is the sensitivity of model predictions to variations in context? How should we reflect context when presenting results to different audiences? 
The outcome of the research will be an evidence-based understanding of how context influences pro-environmental behaviour with respect to land management, and how to address it in models designed to explore possible outcomes from pro-environmental incentive mechanisms.

","£13,590 pa plus fees and travel costs","What to do next:
1.	Look at the general information about PhD Studentships 2012 opportunities at the JH Institute (http://www.hutton.ac.uk/news/phd-studentships-2012-opportunities) 
2.	Look at the JH website on their modelling of Socio-ecological systems and Agent-based Modelling (http://www.macaulay.ac.uk/fearlus/)
3.	Look at the CPM website on agent-based modelling (http://cfpm.org) and Bruce Edmonds’ recent invited talk at iEMSs on “Context in Environmental Modelling” (http://www.slideshare.net/BruceEdmonds/context-in-environmental-modelling-the-room-around-the-elephant) 
4.	Contact either Bruce Edmonds bruce@Edmonds.name or Gary Polhill gary.polhill@hutton.ac.uk if you want to talk about this further
5.	Download the application form from: http://www.hutton.ac.uk/sites/default/files/files/PhD-application-James-Hutton-Institute.doc 
6.	Send it to both postgraduate@hutton.ac.uk AND cpm@cfpm.org before the 15th January 2013.
",http://cfpm.org/jobs/PhD-position-context-dependeny.html,1/15/2013,"Spatial and Ecological-Economic issues, Agent-Based Modelling, Methods in General, Complex Systems",Richard,Bruce Edmonds <bruce@edmonds.name>,PhD student position,260,
1/4/2013 9:58:37,PhD positions in Computational Neuroscience,Four countries,Four partner institutions,"Documented interest in research like activities (e.g. demonstrated in the form of master thesis work, or participation in research related activities) is of large importance. Also fluency in English is requested.","The Erasmus Mundus Joint Doctoral Program ""EuroSPIN"" (European Study
Programme in Neuroinformatics) is inviting applications from students
having a solid background in mathematics, physics, computer sciences,
biochemistry or neuroscience (on a master level or equivalent), in all
cases with computer science skills. 

Each student will spend most of the time at two of the partner universities,
and also receive a joint (or double) PhD degree following a successful
completion of the studies. The mobility periods, as well as the courses a
student will follow, are tailored individually based on: a) the PhD students
background; b) which constellations of partners that are involved, as well
as c) the specific research project. During the PhD period each student
has one main supervisor from each of the two universities that grant the
PhD degree.

Four partners participate:

- Bernstein Center Freiburg, Germany
- KTH Royal Institute of Technology, Sweden
- National Centre for Biological Science, India
- University of Edinburgh (UoE), UK

They are all research leaders in the Neuroinformatics field, but they have
complementary strengths.",,"If you are interested: http://www.kth.se/eurospin

If you have questions, contact <mailto:mundus-eurospin@kth.se>.",,,Complex Systems,Ozge,o.dilaverkalkan@surrey.ac.uk,PhD student position,260,
1/5/2013 18:41:36,Context dependency in socio-environmental modelling,Manchester Metropolitan University (CPM),The James Hutton Institute (JHI) & Centre for Policy Modelling,N/A,"In complex socio-environmental systems, simple explanations of relationships among observed phenomena are likely to be the exception rather than the rule. Hence, in considering such relationships it is necessary to consider how they are influenced by context and, crucially, when context has to be taken into account. In addition to spatio-temporal aspects, context has dimensions pertaining to agent interconnectedness at different levels and scales: social and environmental, involving interpersonal and interspecific interactions. Existing results from a landscape-scale model of farm decision-making and biodiversity (FEARLUS-SPOMM) have demonstrated in theory that the effectiveness of policy implementation options aimed at increasing biodiversity can be significantly influenced by context.","The studentship is jointly run by the JHI and the CPM/MMU.  The successful candidate will be based in Aberdeen, but will visit Manchester a few times a year.  The studentship is for 3 years and provides: (A) a stipend of £13,590 per year for living expenses (non-taxable) (B) 3 years PhD student fees (EU/UK student rate) (C) support for travel to Manchester (6 trips of 2-3 days duration a year) and/or international conferences up to a maximum total of £5130).",Contact either Bruce Edmonds bruce@Edmonds.name or Gary Polhill gary.polhill@hutton.ac.uk if you want to talk about this further,http://cfpm.org/jobs/PhD-position-context-dependeny.html,"November 15, 2012. Starting date: by arrangement in the period December 2012 - January 2013.","Policy Making, Agent-Based Modelling, Methods in General, Complex Systems",Richard,agents-request,PhD student position,260,
1/5/2013 18:48:28,Qualitative Methods Sociology Professor,Germany,University of Bremen,"We expect a readiness to cooperate in research with other research areas within
and outside the University of Bremen. We also expect the applicant’s readiness
to acquire third-party funds as well as openness to innovations in teaching
methods. Experience with media-supported forms of teaching is desirable as well
as the readiness to consider gender aspects in research and teaching.","The chair which belongs to the Institute of Sociology at the University of
Bremen is expected to contribute to a deepening of cooperation with the social
scientists at the University of Oldenburg.

The chair is dedicated to qualitative methods of social research in a
mixed-methods perspective. The candidate should also demonstrate the ability
and willingness to use and teach basic quantitative methods. Applicants are
welcome who follow a micro-sociological approach to at least one of the
following topics: social inequality, life-course/biography, welfare state
research. An integral component of this position is to collaborate with
research centers and to prepare applications for third party funding of
collaborative research groups at the University of Bremen. The methodological
as well as the substantial competencies should be documented in appropriate
publications, preferably peer-reviewed journals. Teaching focuses mainly on
research methods at BA and MA level. Applicants must be able to teach in
English and are expected to have acquired teaching skills in German after 2 to
3 years.",Salary group W2/W3 as a civil servant on a life-term contract,For further information please turn to Prof. Dr. Uwe Engel at uengel@uni-bremen.de.,,2013-01-12,"Spatial and Ecological-Economic issues, Market Dynamics, Policy Making, Social Conflict and Social Simulation, Societal Transitions, Agent-Based Modelling, System Dynamics, Methods in General, Game Theory, Complex Systems, Social Networks",Richard,POLMETH,Assistant Professorship,260,
1/5/2013 19:02:58,Open rank search at Northeastern in computational social science/digital humanities,"Boston, MA, United States",Northeastern University,"We welcome applications from faculty engaged in research areas and
technologies including (but not limited to) geographic information systems,
text mining, topic modeling, network analysis, natural language processing,
machine learning, gaming, new media, digital curation, and data
visualization and design. Cross-disciplinary and cross-college appointments
are possible.","Northeastern University invites applications and nominations at all ranks
(Professor/Associate Professor/Assistant Professor) for a cluster of
faculty positions in fields encompassed by the Digital Humanities and
Computational Social Science. We define the range of relevant disciplines
broadly to include study in the humanities or human behavior and developing
computational methods applied to these domains.",,"Inquiries and nominations may be directed to Professor Elizabeth Maddock
Dillon <e.dillon@neu.edu> or Professor David Lazer <d.lazer@neu.edu>.
(Please put in subject line of any inquiries ""Inquiry re DH/CSS search"".)", https://neu.peopleadmin.com/postings/22578,12/10/2012,"Spatial and Ecological-Economic issues, Market Dynamics, Policy Making, Social Conflict and Social Simulation, Societal Transitions, Agent-Based Modelling, System Dynamics, Methods in General, Game Theory, Complex Systems, Social Networks",Richard,POLMETH,(various),260,
1/5/2013 19:14:34,Sociology / Demography Academic Position,Belgium,"Catholic University of Louvain, Louvain-la-Neuve","The person in charge will hold a doctoral degree in population sciences /demography. An expertise in the field of European demography is requested, and a double background in demography and sociology is a positive advantage, as well as a specific interest in methodology.","An academic position full-time is opened at the Research Centre in Demography and Societies, Catholic University of Louvain, Louvain-la-Neuve (Belgium),  starting from September 1st, 2013 in the field of  Family structures, households and intergenerational relations focused on Europe.",,Information concerning modalities of application: http://www.uclouvain.be/en-emploi-academiques.html,http://www.uclouvain.be/en-422744.html,17th December 2012,"Spatial and Ecological-Economic issues, Agent-Based Modelling, Complex Systems",Richard,POLMETH,PhD student position,260,
1/5/2013 19:17:51,Job in computational social science,"New York, US",Stony Brook University,"PhD in sociology or related discipline required by August 31, 2013.","The Department of Sociology at Stony Brook University invites applications for a tenure-track Assistant Professor position, beginning Fall 2013. We invite applications from all substantive areas and with training and/or research experience in utilizing the novel data and methodologies from the emergent field of Computational Social Science, e.g. large-scale digital data on social behavior, social networks, and internet experiments.",,See website below.,https://academicjobsonline.org/ajo/jobs/2369,2/6/2013,"Agent-Based Modelling, Methods in General, Social Networks",Richard,SOCNET,PhD student position,260,
2/11/2013 12:31:37,Open PhD Positions at Rotterdam School of Management,Rotterdam,School of Management,(Please refer to the description of the specific position.),"- Agent-based methods for eliciting customer preferences to guide decision-making in complex energy networks

http://www.erim.eur.nl/doctoral-programme/phd-in-management/phd-projects/detail/1026-agent-based-methods-for-eliciting-customer-preferences-to-guide-decision-making-in-complex-energy-networks/

- A Behavioral Perspective on Smart Energy Decision Making

http://www.erim.eur.nl/doctoral-programme/phd-in-management/phd-projects/detail/1021-a-behavioral-perspective-on-smart-energy-decision-making/

- Learning Agents in Complex Supply Chains

http://www.erim.eur.nl/doctoral-programme/phd-in-management/phd-projects/detail/1017-learning-agents-in-complex-supply-chains/
",,"For questions regarding the application process, please refer to the link at the 'Further Information' section.",http://www.erim.eur.nl/doctoral-programme/phd-in-management/,3/15/2013,"Spatial and Ecological-Economic issues, Market Dynamics, Policy Making, Agent-Based Modelling, System Dynamics, Methods in General, Game Theory, Complex Systems",Richard,,(various),261,
2/11/2013 12:40:53,Senior Lecturer in Sociology,Sweden,Stockholm University,"Qualified to be employed as a senior lecturer is a person who has been awarded a PhD in Sociology, or has the corresponding scientific competence and has demonstrated teaching expertise.

Teaching proficiency should be demonstrated through teaching experience in both first and second cycle education. The teaching expertise is to be well-documented in a manner which makes it possible to assess the quality of the teaching activities.

The applicant must have the ability to cooperate as well as the ability and suitability otherwise needed to perform the duties well.","The position entails teaching on first and second cycle education, as well as research. Teaching assignments will be in the field of ""Personnel, Work and Organization"" (PAO). Supervision of students at all levels is also part of the duties. Department employees are expected to participate in the institution's internal work, including overall administrative tasks. Department employees are also expected to actively seek external research funding, and create good contacts to the national and international scientific community. During the first two years, a maximum of 50% deduction of teaching assignments due to research funding is allowed.",,"For information about the position, please contact Karin Bergmark, Head of Department of Sociology, telephone: +46-(0)8-16 31 87, e-mail: karin.bergmark@sociology.su.se

For questions concerning the handling of the application and the
guidelines for the application, please contact the administrative official
Monireh Sulemani, telephone 08-16 31 06, e-mail: monireh.sulemani@su.se

Union representatives: Anqi indblom-Ahlm (Saco-S), Lisbeth Häggberg (Fackförbundet ST) telephone +46-(8) 16 20 00 (switchboard) and Gunnar Stenberg (SEKO) telephone +46-70-316 43 41.", http://www.su.se/english/about/vacancies/lecturers-researchers/senior-lecturer-in-sociology-1.108639,2013-01-28,"Spatial and Ecological-Economic issues, Market Dynamics, Policy Making, Social Conflict and Social Simulation, Societal Transitions, Agent-Based Modelling, System Dynamics, Methods in General, Game Theory, Complex Systems, Social Networks",Richard,POLMETH,Lecturer,261,
2/11/2013 13:00:49,Open position for research fellow in social simulation applied to socio-hydro systems,"Montpellier, France",Irstea (formerly called Cemagref),"With a PhD includes design, implementation and exploration of a model and at least one published methodological paper, you
have proven experience of complex system modelling applied to interdisciplinary issues in real cases. You are familiar with at
least one object programming language (preferably SmallTalk or NetLogo) and a formal language to describe conceptual
models. You have skills in model exploration, including statistical analysis to build on simulation resuts. You know systemic
approaches. Some basic knowledge in social sciences, water management or at least some scientific curiosity for these
domains will be appreciated. You have capacity to work within an interdisciplinary team. You speak and write fluently in English
and/or French. You are autonomous and are able to have frequent travels.","The UMR G-EAU aims at a better understanding of public policies  dealing with water issues, their integration with other land use In the design and implementation of models, you will bring capacities for translating pieces of knowledge, that are consistent from stakeholders or disciplinary point of view, into a suitable formalism to enable interactions among these pieces of knowledge. You will bring as well skills in simulation results analysis. These models and the process of their design aim at producing new knowledge on socio-hydrosystems' dynamics and capacity to adapt to external perturbations. At the methodological level, you will build on knowledge engineering approaches in order to build models that gather pieces of knowledge that are heterogeneous as far as discipline or experience of processes (academics, technical expertise, empirical...) are concerned. You will articulate uncertainties, scales, and rationalities. You will investigate how to implement such articulation, including when it takes places at the level of elementary processes coming from various sources of knowledge, up to its insertion in interactive simulation settings.",,"Application form can be obtained:
- on the website: www.irstea.fr link ""Nous rejoindre"" and then link ""concours externe""
- or by contacting the recruitment centre: concours@irstea.fr - +33 (0)1.40.96.60.37 ou 61-15
",http://www.openabm.org/forum/3573,2013-03-01,"Spatial and Ecological-Economic issues, Agent-Based Modelling, Methods in General, Complex Systems",Richard,OpenABM,Researcher,261,
2/11/2013 13:04:24,Public Research Center Henri Tudor looks for a Scientific Programmer,Esch sur Alzette - Luxembourg,Public Research Center Henri Tudo,"The candidate will also cover tasks linked to the dissemination of the results of the project: writing scientific publications and project reports and attending official meeting and conferences.

The position requires interdisciplinary thinking, well-developed communication skills and team spirit to successfully integrate the multicultural and multidisciplinary working environment at CRTE. The candidate should be highly motivated, creative and open for challenges. CRTE offers an attractive remuneration package and encourages the professional and personal development of its staff.

Mandatory requirements for this position are:
- PhD in computer science or applied mathematics with experience in agent-based systems;
- Strong scientific background in computation, applied mathematics, optimization, scientific programming. The candidate should have a good publication track record;
- Software literacy: good command of standard office software; scientific programming software (e.g. Python, C, C++, Java and C#, R, Matlab) and, ideally, LCA software;
- Fluency in oral and written English (the command of French, German or Luxembourgish is an asset).","The successful candidate will support the Life Cycle Assessment (LCA) team on the development of a practical and comprehensive methodology for the integration of Multi Agent Systems (MAS) and LCA. In order to identify and characterize the Luxembourgish agro-system and define the agents’ rules, an ad hoc survey will be prepared and deployed by the “International Networks for Studies in Technology, Environment, Alternatives and Development” (CEPS/INSTEAD), with support from a Luxembourgish farmers’ association. Based on the results of the survey, the candidate will implement a MAS to simulate the Luxembourgish agricultural sector. The appointed candidate will be supported by the CRTE team on the LCA related aspects of the research, as well as on the aspects entailing MAS interaction with spatial patterns (e.g. to simulate the urban sprawl).",,"To apply for the position, please send your motivation letter and CV to Mrs. Céline Goncalves at celine.goncalves@tudor.lu and a copy to jobs@tudor.lu citing the title and Reference of the advert.",http://www.tudor.lu,"Start of the contract: April 2, 2013","Spatial and Ecological-Economic issues, Agent-Based Modelling, System Dynamics, Methods in General, Complex Systems, Social Networks",Richard,OpenABM,PhD student position,261,
2/11/2013 13:06:33,Post Doctoral Fellowship in Complex Adaptive Social Systems,Carnegie Mellon University,Department of Social and Decision Sciences,N/A,"The Department of Social and Decision Sciences at Carnegie Mellon University has an open post-doctoral fellowship position in the areas of computational modeling, complexity, and social systems. The fellowship is for one year, with the possibility of an additional year renewal, and has a limited teaching load.",,Interested applicants should contact Prof. John H. Miller (miller@santafe.edu).,http://www.openabm.org/forum/3607,,"Agent-Based Modelling, System Dynamics, Methods in General, Complex Systems",Richard,OpenABM,Postdoctoral position,261,
2/26/2013 19:02:30,Research Fellow position,"Foggia, Italy",University of Foggia,Ideally a programmer/ modeller,"We are looking for a research fellow who will join the STAR-Energy Group recently constituted as part of the STAR-AgroEnergy EU funded project.

Please, notice that the deadline for the application is 22 March 2013.

STAR-AgroEnergy Research Team investigates all possible ways of obtaining renewable energy through productive activities complementary to farming, reconciling energy production with nature and landscape conservation. The research team strives to work out models of sustainable dispersed bioenergy generation and proximal energy consumption (more information available here: http://www.star-agroenergy.eu).",,"Piergiuseppe Morone (MA, PhD)
Associate professor of Economics 
Sapienza University of Roma
piergiuseppe.morone@uniroma1.it",http://www.star-agroenergy.eu/news/314/open-applications-for- two-or-more-research-fellows.html,3/22/2013,Agent-Based Modelling,Richard,Piergiuseppe Morone <piergiuseppe.morone@uniroma1.it>,PhD student position,262,
3/4/2013 8:38:40,Research Associate position at UCL,"London, UK",University College London -UCL The Bartlett School of Graduate Studies,"The ideal candidate will be an expert in spatial analysis, with a PhD or equivalent experience in agent-based modelling, computer programming, mathematics, engineering, physics, buildings, energy systems, or related quantitative field and a keen interest in multi-disciplinary research that could be applied to buildings. The ideal candidate should have a proven record of successful completion of research projects in the field of agent-based modelling, based on fieldwork studies. Experience of people tracking systems (e.g. RFID), Python/C++, Unix/Linux and advanced computational methods (e.g. neural networks) would also be desirable. ","Applications are sought for an exciting new full-time postdoctoral Research Associate position. The role will involve interdisciplinary work on the Active Buildings research project within the Bartlett Faculty of the Built Environment, and the Population Health Sciences Faculty, Epidemiology Department.

The researcher will contribute to all aspects of the project, particularly selecting appropriate buildings for monitoring of activity, analysis of fieldwork data, and generating a predictive agent-based computer model of physical activity within office buildings, based on analysis of spatial office configuration and use of activity ‘hot spots’, using modelling techniques that account for worker socio-demographics. Assistance with collection and analyses of spatial and tracking data are the responsibility of the post holder. The post holder will also assist  in liaising with office managers and staff and day-to-day collection of fieldwork data. Therefore exceptionally good interpersonal, communication and presentation skills are essential.

This post offers a unique opportunity to become involved in a truly cross-disciplined research team. Given the high profile nature of the project, the applicant must be comfortable presenting to large groups. Demonstration of previous public engagement and media experience would be highly valued. 

Funding to support the post has been identified for 18 months in the first instance.","The salary range will be £32,375 - £37,057 per annum, inclusive of London Allowance.","If you have any queries regarding the vacancy or the application process, please contact Joanna Saxon, j.saxon@ucl.ac.uk , 020 3108 9032.",http://www.jobs.ac.uk/job/AGC088/research-associate/,2013-04-02,Agent-Based Modelling,Ozge,o.dilaverkalkan@surrey.ac.uk,Postdoctoral position,262,
3/8/2013 14:52:20,Postdocs for Metaknowledge Network,"Chicago, Illinois, USA",University of Chicago,"The position requires exceptional skills in computational or quantitative research and interdisciplinary scholarship. The Postdoctoral Scholars will collaborate with members of the network to gather, organize, and analyze data about knowledge-making processes in a variety of disciplines and domains. Network projects will explore questions about the nature of exceptional scientific achievement, the character of highly generative ideas, and the role of research traditions and unstated assumptions or folk theories in shaping scientific research. The Postdoctoral Scholars will participate in the construction and analysis of rich models of the social dynamics of knowledge creation. They will also participate in writing related articles, targeting both disciplinary and interdisciplinary publication venues. The Postdoctoral Scholars will work closely with leading natural, computational, and social scientists, with expertise ranging from the sociology of science and the meta-analysis of medical research to complex systems and machine learning. Network members are on the faculty of Duke, Harvard, Northwestern, Princeton, Stanford, the University of Washington, the University of Wisconsin-Madison, and UCLA, and include many of the founders and leaders of this exciting interdisciplinary area. The successful candidate will be an energetic, creative scholar with the ability to communicate and collaborate across disciplinary lines.

Minimum qualifications for this position are a PhD or expected PhD (by Summer 2013) in applied mathematics, computer science, computational social science, computational biology, informatics, physics, complex systems, or related disciplines; strong quantitative and computational skills; an excellent academic record, with evidence of considerable research promise; excellent written and verbal communication skills; and a record of successful teamwork and collaboration. Preference will be given to candidates with extensive experience in interdisciplinary research; demonstrated interest in research related to metaknowledge; previous experience working on social scientific questions; and previous postdoctoral experience in relevant areas. Women and members of underrepresented groups are encouraged to apply. An open mind and commitment to the broad goals of the Metaknowledge Network are a must.

","The Metaknowledge Network, a multi-university research network based at the University of Chicago, invites applications for two Postdoctoral Scholar positions. Both postdoctoral scholars will be based at the associated Center for Metaknowledge and Computational Intelligence at the University of Chicago (www.uchicago.edu), one of the leading research universities in the United States. Each position will be for 3 years, contingent on annual reappointment.

Metaknowledge research is an exciting new interdisciplinary field that blends Big Data, complex systems methods, and computational social science with sociological, anthropological, historical, and philosophical approaches in order to develop ""knowledge about knowledge"" (see J.A. Evans and J.G. Foster, Science 331, 721 (2011)). The Network will investigate the knowledge-making processes that give current knowledge its shape and limits, and thereby develop new approaches to go beyond those limits and address new questions. Recent metaknowledge projects by Network scholars have mapped the changing structure of science, explored the role of teamwork in scientific success, shown the surprising role of industry funding in sponsoring innovative basic research, demonstrated how early results distort the interpretation of subsequent findings, and identified biases and created model-based corrections for errors in data production (e.g., microarrays).",,"Interested candidates must send the following to knowledge.lab.chicago@gmail.com: 1) cover letter, describing your interest in and qualifications for pursuing interdisciplinary research in general and metaknowledge research in particular; 2) curriculum vitae (including publications list); 3) description of your research interests and broad research trajectory (max. 2 pages), discussing how those interests intersect with those of the network; 4) contact information for three or more scholars who know your work and are willing to write letters of reference; 5) one or more papers you have written in English, either published or unpublished.",,"We will accept applications from January through March 15, 2013 or until the position in filled and plan to interview promising candidates as applications arrive.","Methods in General, Complex Systems",Ozge,,Postdoctoral position,262,
3/8/2013 15:42:46,PhD position at Southampton University,"Southampton, UK",University of Southampton,,"Together with partners from the human connectome project (http://www.humanconnectome.org/) and the Oxford Centre for functional MRI of the brain, we plan to develop advanced network models to study system level connectivity in the human brain. 

The human brain is a complex network of interconnected neural components with network structures existing at several scales. A deeper understanding of these will allow us to better understand and diagnose a range of brain disorders, many of which are progressive and debilitating. There is therefore a significant, on-going effort in the development of models that describe the brain’s connectivity on a system level. For example, the human connectome project is currently in the process of using cutting-edge methods of non-invasive neuroimaging to collect data on 1200 healthy adults, providing a freely accessible reference data-set which can be used for future studies of brain development, aging, and neurological and psychiatric disorders. 

Using pre-publication access to the latest functional Magnetic Resonance Imaging (fMRI) data from the human connectome project as well as data-sets of simulated brain networks, the aim in this study will be to develop better statistical tools to estimate network structures. A recent study comparing a wide range of network modelling algorithms for brain network analysis indicates that one of the most promising approaches is based on Bayesian network models. Bayesian networks are probabilistic network models that conveniently encode statistical dependencies, which can be used to estimate causal information flow within the brain. 

Current application of Bayesian network models to the study of brain function assumes static networks. However, there is evidence of dynamic changes in system level brain interaction and this will the aspect you will investigate. To do this, you will study and extend Bayesian network methodologies, build dynamic brain network models and study typical dynamics of fMRI data. ",,"This project is being offered as a potential project area for the complex systems simulation doctoral training centre at the University of Southampton, please see: http://www.icss.soton.ac.uk/ for more details on the doctoral programme and the full application process 

If you wish to discuss any details of the project informally, please contact Dr Thomas Blumensath, ISVR Signal Processing and Control Group, Email: thomas.blumensath@soton.ac.uk, Tel: +44 (0) 2380 59 3224 ",,,Complex Systems,Ozge,,PhD student position,262,
3/8/2013 15:50:39,Postdoc at UCL,"London, UK",University College London -UCL The Bartlett School of Graduate Studies,"The ideal candidate will be an expert in spatial analysis, with a PhD or equivalent experience in agent-based modelling, computer programming, mathematics, engineering, physics, buildings, energy systems, or related quantitative field and a keen interest in multi-disciplinary research that could be applied to buildings. The ideal candidate should have a proven record of successful completion of research projects in the field of agent-based modelling, based on fieldwork studies. Experience of people tracking systems (e.g. RFID), Python/C++, Unix/Linux and advanced computational methods (e.g. neural networks) would also be desirable. ","Agent Based Modelling: Impacts of Office Building Layout on People Movement and Physical Activity

Applications are sought for an exciting new full-time postdoctoral Research Associate position. The role will involve interdisciplinary work on the Active Buildings research project within the Bartlett Faculty of the Built Environment, and the Population Health Sciences Faculty, Epidemiology Department.

The researcher will contribute to all aspects of the project, particularly selecting appropriate buildings for monitoring of activity, analysis of fieldwork data, and generating a predictive agent-based computer model of physical activity within office buildings, based on analysis of spatial office configuration and use of activity ‘hot spots’, using modelling techniques that account for worker socio-demographics. Assistance with collection and analyses of spatial and tracking data are the responsibility of the post holder. The post holder will also assist  in liaising with office managers and staff and day-to-day collection of fieldwork data. Therefore exceptionally good interpersonal, communication and presentation skills are essential.

This post offers a unique opportunity to become involved in a truly cross-disciplined research team. Given the high profile nature of the project, the applicant must be comfortable presenting to large groups. Demonstration of previous public engagement and media experience would be highly valued. 

Funding to support the post has been identified for 18 months in the first instance.","£32,375 - £37,057 per annum, inclusive of London Allowance.","UCL vacancy reference: 1316081

If you have any queries regarding the vacancy or the application process, please contact Joanna Saxon, j.saxon@ucl.ac.uk , 020 3108 9032.",http://www.jobs.ac.uk/job/AGC088/research-associate/,2013-04-02,Agent-Based Modelling,Ozge,o.dilaverkalkan@surrey.ac.uk,Postdoctoral position,262,
3/10/2013 23:02:48,Post-doc & PhD student positions in Social Computation (Edinburgh),UK,University of Edinburgh,(See the description of the specific job post.),"On behalf of Michael Rovatsos:

""We have two openings for a post-doc researcher and a PhD student in adaptive coordination methods for hybrid human-computer collectives. The post is part of the University of Edinburgh's contribution to the SmartSociety project(www.smart-society-project.eu), a large-scale, interdisciplinary project funded by the EC Seventh Framework Programme that involves ten partner institutions from six countries.""",,"Further details regarding the project, the positions, and application procedure can be found at

https://www.vacancies.ed.ac.uk/pls/corehrrecruit/erq_jobspec_version_4.jobspec?p_id=010702 (postdoc)

and

http://www.ed.ac.uk/schools-departments/informatics/postgraduate/fees/research-grant-funding/researchassistant (PhD studentship).

Please feel free to contact Dr Michael Rovatsos (mrovatso@inf.ed.ac.uk) and/or Dr Subramanian Ramamoorthy (sramamoo@inf.ed.ac.uk) for informal enquiries.",http://www.smart-society-project.eu/,28th March (postdoc) and 31st May 2013 (PhD),"Policy Making, Social Conflict and Social Simulation, Agent-Based Modelling, Methods in General, Complex Systems, Social Networks",Richard,SOCNET,(various),262,
