Timestamp,Title,Short Title,Date,Place,Organisation,Topics,Website,Editor,Taggs,Other,Registration Deadline,Issue
8/4/2012 10:24:51,6th IEEE International Conference on Self-Adaptive and Self-Organizing Systems,SASO 2012,10-14 September 2012,"Lyon, France",,"1.    Session: Self-organizing distributed protocols 
2.    Session: Self-adaptive complex problem solving 
3.    Session: Self-organization and social systems 
4.    Session: Self-organization and software-engineering 
5.    Biologically-inspired self-organization
6.    Self-organization in Networks 

Monday Sept. 10th, 2012
    - WS7 : Evaluation of Self-Adaptive and Self-Organizing Systems – Tools, Techniques and Case studies
    - WS8 : 2nd AWARE workshop on Challenges for Achieving Self-Awareness in Autonomic Systems
    - WS9 : First International Workshop on Adaptive Service Ecosystems: Nature and Socially Inspired Solutions

Friday Sept. 14th, 2012
    - WS2 : Adaptive Host and Network Security
    - WS5 : Technologies for the Organisation, Adaptation and Simulation of Transportation Systems 
    - T1 : Architectural Styles for Adaptive Systems  Luciano Baresi, Sam Guinea
    - T2 : How to Build Self-Modeling Systems Christopher Landauer, Kirstie L. Bellman, Phyllis R. Nelson
    - T3 : Engineering Organised Adaptation using ‘Sociologically-Inspired Computing’, Jeremy Pitt, Alexander Artikis
    - T4 : Metaheuristic Algorithms for Self-Organizing Systems Xin-She Yang ",http://saso2012.univ-lyon1.fr,Richard,"Agent-Based Modelling, Methods in General, Game Theory, Complex Systems, Social Networks",agents,2012-08-20 (early),252
8/17/2012 7:59:54,Complexity in the Real World Workshop,CSRW workshop,2012-09-05 to '2012-09-06,"Brussels, Belgium",CSRW network,"A Workshop to discuss the gap between the worlds of research and
policy-making, as part of the European Conference on Complex Systems,
Brussels, 2012. ",http://crweccs.wordpress.com/,Richard,Complex Systems,o.dilaverkalkan@surrey.ac.uk,Registration to the main conference (ECCS 2012) and informing the workshop organisers are required.,253
8/17/2012 8:32:30,ANTS 2012 Eighth International Conference on Swarm Intelligence,ANTS 2012,2012-09-12 to '2012-09-14,"Brussels, Belgium",,"Swarm intelligence is a relatively new discipline that deals with the study of 
self-organizing processes both in nature and in artificial systems. ANTS 2012 will give researchers in swarm intelligence the opportunity to meet, to present their latest research, and to discuss current developments and applications.

---------------------------------------------------------------

Invited talks:  

Prof. Nigel R. Franks (University of Bristol, UK) on ""Ants, Bees and Brains"", 
Prof. Vijay Kumar (University of Pennsylvania, USA) on ""Architectures, abstractions, and algorithms for large teams of robots"", 
Prof. Dirk Helbing (ETH Zurich, Switzerland) on ""Towards Simulating the Foundations of Society""",http://iridia.ulb.ac.be/ants2012/registration.php,Richard,Complex Systems,o.dilaverkalkan@surrey.ac.uk,,253
8/31/2012 21:24:50,"Seminar in Rome, Sept. 21 on network science and online team building",,September 21 at 4 pm,"Rome, Italy",,"Recent technological advances provide comprehensive digital traces of social actions, interactions, and transactions. These data provide an unprecedented exploratorium to model the socio-technical motivations for creating, maintaining, dissolving, and reconstituting into teams – for research, business, or social causes. Using examples from research in virtual organizations and massively multiplayer online games, Contractor will argue that Network Science serves as the foundation for the development of social network theories and methods to help advance our ability to understand the emergence of effective teams. More importantly, he will argue that these insights will also enable effective teams by building a new generation of recommender systems that leverage our research insights on the socio-technical motivations for creating ties.

Guest speaker: Noshir Contractor (Northwestern University).",,Richard,"Methods in General, Complex Systems, Social Networks",SOCNET,,254
10/5/2012 8:45:28,Crowd Dynamics – are people safe in the crowd?,,2012-11-19,"London, UK",LSE,"SOCIONICAL is a European project, with 14 Partners in 10 different countries, looking at evacuation following a disaster using ‘smart’ technology (http://www.socionical.eu/). The project has been studying crowd dynamics as well as traffic flows, at different scales from local fires to city-wide evacuation. Some speakers will present information from the project alongside others who are actively engaged in Civil Contingencies planning and service implementation.

See the URL for the draft programme.",https://email.surrey.ac.uk/owa/redir.aspx?C=b13d8a0b5e784a92817de80df689f04f&URL=http%3a%2f%2fwww.psych.lse.ac.uk%2fcomplexity%2fevents%2f2012%2fCityHallSeminar_DraftProgramme_19Nov2012.doc,Ozge,"Social Conflict and Social Simulation, Complex Systems",o.dilaverkalkan@surrey.ac.uk,10/22/2012,257
10/13/2012 11:08:54,AGERE! @ SPLASH 2012,,21-22 October 2012,"Tucson, Arizona, USA ",ACM SIGPLAN and Typesafe,"This year AGERE! is a 2-days workshop, including three invited lectures from:

- Akinori Yonezawa (University of Tokyo, Japan)
  ""Agents, Concurrent Objects, and High Performance Computing""
- Philipp Haller (Typesafe)
  ""On the integration of the actor model in mainstream technologies:
  The Scala perspective""
- Birna van Riemsdijk (Delft University of Technology, The Netherlands)
  ""20 years of Agent-Oriented Programming in Distributed AI:
  History and Outlook""

and research paper sessions with 9 full papers, 4 short/position,
and 1 demo. An important part of AGERE! are discussions that we hope will be generated  around new ideas and directions.  More details about the full programme can be found on the website.",http://splashcon.org/2012,Richard,"Agent-Based Modelling, System Dynamics, Complex Systems",agents,,257
10/13/2012 11:15:35,Sunbelt 2013: Call for Workshop Proposals,Sunbelt 2013,"May 21–22, 2013.","Hamburg, Germany",INSNA,"The Sunbelt XXXIII program committee is soliciting workshop proposals for the upcoming 2013 conference in Hamburg, Germany. 

Workshops precede the conference and are typically 3 hours or 6 hours in length.  They feature a participant-centered and highly interactive approach.  Workshops cover topics and skills that are important to researchers who use social network analysis and provide substantive training and opportunities for practice and critical discussion.  Workshops will take place May 21–22, 2013.

Please note that this time the workshop proposals have to be submitted through the INSNA website. INSNA has set the fee for all workshops: Students: 30$ for a 3-hour workshop, 60$ for a 6-hour workshop, INSNA members and affiliate members: 50$ 3-hour workshop, 100$ 6-hour workshop.

Workshop submissions are due by 31 October 2012. No proposals can be accepted after this date.",https://insna.memberclicks.net/index.php?option=com_mc&view=mc&mcid=form_128222,Richard,"Agent-Based Modelling, Methods in General, Complex Systems, Social Networks",SOCNET,,257
10/22/2012 14:17:50,International Conference on Social Informatics (SocInfo2012),SocInfo 2012,12/5/2012,"Lausanne, Switzerland","Karl Aberer - School for Computer and Communication Science, EPFL, Switzerland","SocInfo 2012 is focusing on how technology can influence social phenomena through better motivation of human agents. It will be held at EPFL in Lausanne, one of the leading European institutions of science and technology. The mission of Socinfo 2012 is to provide an interdisciplinary venue for Computer Science, Informatics, Social Sciences and Management Sciences to share ideas and opinions, and present original research work on studying the interplay between socially-centric platforms and social phenomena. The conference program will reflect this in the keynote talks, tutorials, workshops and paper sessions addressing emerging topics which attract interdisciplinary research attention. ",http://www.socinfo2012.com/,Richard,"Market Dynamics, Social Conflict and Social Simulation, Agent-Based Modelling, Methods in General, Complex Systems, Social Networks",a.flache@rug.nl,10/31/2012,258
11/3/2012 13:37:08,Analytical Software Workshops,,"Jan 14-18, 2013","London, UK",The University of Greenwich Centre for Business Network Analysis,"- Introduction to Social Network Analysis, Monday 14 January
- Introduction to Statistical Analysis with STATA, Monday 14 January
- Organisational Network Analysis with PAJEK, Tuesday 15 January
- Introduction to Social Network Analysis with UCINET, Wednesday 16 January
- Introduction to Statistical Analysis with R, Thursday 17 January
- Longitudinal Network Analysis with RSIENA, Friday 18 January
- Qualitative Data Analysis with NVIVO, Friday 18 January

When: Monday 14 - Friday 18 January 2013
Where: Hamilton House, University of Greenwich, 15 Park Vista, Greenwich, London SE10 9LZ
Time: 10am-5pm
Fees: Student: £70 Other: £120",http://www2.gre.ac.uk/about/schools/business/services/events/events/current/analytical-software-workshops/workshops,Richard,"Agent-Based Modelling, Methods in General, Complex Systems, Social Networks",SOCNET,,258
11/3/2012 14:48:35,Research masters's program 'Sociology and Social Research',,-,"University of Utrecht, The Netherlands",Department of Sociology and the Interuniversity Center for Social Science Theory and Methodology (ICS),"In the academic year of 2013-2014, the Department of Sociology and the Interuniversity Center for Social Science Theory and Methodology (ICS) at Utrecht University offer again a two-year research master's program ""Sociology and Social Research"" (in short: SaSR). The program is completely taught in English.

Our program offers structured and systematic training in theoretically and methodologically advanced research in sociology and in the social sciences in general.

Special features of the program include:
- A problem-driven approach with a substantive focus on topics such as social networks and social capital, migration, social integration, stratification and inequality, households, and organizations.
- A strong focus on the integration of social theory and methods of data-analysis.
- Hands on experience in state of the art techniques of social science data analysis.
- Hands on experience in writing a publishable research article: the master's thesis that completes the program is written in the format of an article. Many students have had article versions of their theses accepted for publication in journals like Social Forces, Social Networks, Journal of Marriage and the Family, or European Union Politics. In addition, quite some students meanwhile gained prizes and awards for their theses.
- The program comprises a master class taught by an outstanding visiting professor from abroad. Previous visiting professors include Andreas Diekmann, ETH Zurich; Hartmut Esser, Mannheim; Frank Kalter, Mannheim; Hans-Peter Blossfeld, Bamberg; Ted Mouw, North Carolina, Walter Muller, Mannheim; Anthony Heath, Oxford; Daniel McFarland, Stanford.Bonnie Erickson, Toronto, will be our visiting professor in 2013.
- Sociology and Social Research students themselves organize a mini-conference on their own research projects.
- Students are encouraged to participate in summer schools like Essex or Ljubljana.
- Students in the program benefit from intensive supervision. Instructors involved in teaching and supervision include prominent researchers such as Vincent Buskens, Tanja van der Lippe, Ineke Maas, Paul Nieuwbeerta,Anne-Rigt Poortman, Frank van Tubergen, Beate Volker, Jeroen Weesie, and others. Students likewise benefit from much interaction and collaboration in a relatively small group of peers.",http://www.uu.nl/sasr,Richard,"Spatial and Ecological-Economic issues, Market Dynamics, Policy Making, Social Conflict and Social Simulation, Societal Transitions, Agent-Based Modelling, System Dynamics, Methods in General, Game Theory, Complex Systems, Social Networks",SOCNET,"December, 1st 2012",258
11/24/2012 9:24:47,A hands-on introduction to Agent-Based Modelling for Social Scientists: Exploring Complex and Dynamic Social Processes,,2013-02-28 to '2013-03-01,"Manchester, UK",Manchester University,"The Institute for Social Change, the Cathie Marsh Centre for Census and Survey Research and the Centre for Policy Modelling will be running a 2-day introduction to agent-based simulation. This workshop is funded by a grant from the methods@manchester initiative. The course is free to attend and will be suitable for people without any experience of computer programming, but is particularly aimed at post-graduate social researchers, e.g. PhD students, post-docs, lecturers. 

This workshop will introduce participants to the modelling of dynamic social processes, such as group membership, influence, imitation, collaboration and innovation, through a series of agent-based simulations. 

Participants will gain understanding of the simulation of social processes by exploring working simulation models and by adapting these models to describe different types of process. It will give participants a first-hand experience of complexity science including the ideas of emergence, self-organisation, chaos, ‘lock in’ and dynamic systems. We will also consider the limitations and difficulties of such techniques, and how they complement more traditional approaches in the social sciences.

This will be a largely hands-on course, exposing participants to a series of simulation models in the NetLogo simulation language. It will include: brief introductions, simplified example models, guided suggestions for interacting with them and assistants to help when you get stuck. There will be some summary sessions to bring out the lessons learnt and additional materials to guide participants onto the next steps of working with simulations.

",Booking form at: http://www.methods.manchester.ac.uk/events/2013-02-28/,Ozge,,o.dilaverkalkan@surrey.ac.uk,,259
11/25/2012 13:34:59,Call for Demonstations: AAMAS 2013,AAMAS 2013,May 6-10 2013,"Saint Paul, Minnesota, USA",,"- Robotic systems (single- and multi-agent)
- Interactive agent-based software systems
- Agent-based simulation environments
- Personal robotics
- Innovative applications of agent-based systems or prototypes
  (e.g., industrial, military, educational)
- Agent-based games
- Agent platforms and development environments
- Open-source software tools for agent-based system development
- Human-robot interactive systems
- Virtual agents and interactive virtual environments",http://www.isl.cs.waseda.ac.jp/aamas2013Demo/,Richard,"Agent-Based Modelling, Methods in General, Game Theory, Complex Systems, Social Networks",agents,,259
12/7/2012 14:02:43,Track on: Simulation of Social Interaction @ ECMS'2013 Norway,SOCINT@ECMS'2013,5/27/2013," Ålesund, Norway ",Bruce Edmonds," Agent-based simulation allows for the explicit representation of social interaction within simulation. Here the behaviour of agents in the simulation represents the behaviour of actors, with the interaction between actors represented as messages between the agents. The outcomes of such simulations are not always obvious from their set-up allowing for the phenomena of emergence. This kind of simulation has its own distinctive opportunities and problems, which has meant that it has tended to be reported in different venues from the main simulation community, being closer to social rather than computer science. It does allow for social science issues to be represented explicitly and explored, which enables for their consequences to be better understood and also for the outcomes to be compared to observed outcomes.  This track is a chance to bring the social simulation and wider simulation communities together and should be of particular interest to those from the social science end of the spectrum, including (but not limited to) social scientists themselves. 

 Topics of interest include but are not limited to:

    Reputation and endorsement processes

    Group formation, maintenance, dissolution

    Social emergence and unpredictability

    Influence and interaction over social networks

    Descriptive simulations of observed social processes and systems (e.g. science itself)

    How trust develops and is maintained plus its effects

    Cooperation, coordination and social norms (but not purely game theoretic approaches)

    People interacting via the internet via Facebook, Flickr, Twitter etc.

    Discussive, consensus and agreement processes

    Social and culture dynamics

    The simulation of historical patterns and past societies

    complex organisation behaviour and inter-organisational networks

Please note that if your simulation is to model the results of policy, it probably should go to the Policy Modelling track, and that if it concentrates on the more computer science aspects of simulating or is not modelling interaction between social actors then it probably belongs to the Agent-Based Modelling track.",http://www.scs-europe.net/conf/ecms2013/socint.html,Richard,"Agent-Based Modelling, Complex Systems, Social Networks",Bruce Edmonds <bruce@edmonds.name>,2/15/2013,260
2/8/2013 16:34:38,UKERC Energy Summer School ,,2013-07-07 to '2013-07-12,"Coventry, UK",University of Warwick,"The UK Energy Research Centre (UKERC) is holding its ninth annual Energy Summer School from 7-12th July 2013 at the University of Warwick in the English Midlands. There will be 100 places available for UK and international students.

The School has been specifically designed to give second year PhD students an opportunity to look beyond their own research and develop an understanding of energy systems as a whole and pathways to low-carbon and resilient energy systems. We welcome applications from those engaged in energy-related research including technical, physical, social, economic, environmental and business aspects of energy and energy systems.",http://www.regonline.co.uk/ukercsummerschool2013,Ozge,"Spatial and Ecological-Economic issues, Complex Systems",o.dilaverkalkan@surrey.ac.uk,2013-03-17,261
2/11/2013 12:21:44,Empirical Implication of Theoretical Models Europe 2013 Summer Institute,EITM 2013,15th to 28th June 2013,University of Mannheim,Close cooperation with Washington University in St. Louis and sponsored by ECPR,"EITM Europe offers tailored classes at the highest scholarly level, which we complement with evening lectures from distinguished scholars. Except for the two days lasting optional refresher class from 15th to 16th June, the program distinguishes between two one week (five full days) classes, which start on Sunday 16th to Friday 21st (Foundations class in game theory and Bayesian statistics) and Monday 24th to Friday 28th (Advanced class in selection and strategic choice models). Tuition is 1250 Euros (plus 150 Euros for the optional refresher class in Mathematics and R), accommodation is around 500 Euros. Due to ECPR sponsorship we offer 4 to 5 stipends covering the tuition for the best applications. The application deadline is May 12013.",http://eitm.sowi.uni-mannheim.de,Richard,"Policy Making, Methods in General, Game Theory, Complex Systems",POLMETH,,261
2/25/2013 12:12:53,ESSA Summer School 2013,,7/15/2013,"Hamburg, Germany",,"The Institute of Accounting and Management Control invites you to participate at the 4th ESSA Summer School at the Hamburg University of Technology (Germany). After three successful ESSA summer schools we want to continue giving introductions to agent-based modeling & simulation. To guide the students through the summer school, the lectures will be organized along the research process of social simulation. Starting with a general introduction, the summer school proceeds with modeling issues and documentation. Afterwards, the design of simulation experiments as well as simulation data analysis and validation are addressed. Also issues ‘outside the box’ are discussed, such as the application of ABM in industry. Methods and helpful tools for the application of ABM are mentioned and introduced along the week.",http://www.tuhh.de/essa,Richard,,Iris Lorscheid (iris.lorscheid@tuhh.de),3/31/2013,262
3/8/2013 14:20:47,Advanced REPAST Training Course,,2013-06-03 to '2013-06-06,"Argonne, Illinois, USA",Argonne National Laboratory Decision and Information Sciences Division,"Argonne National Laboratory will hold the first Advanced Repast Training Course from June 3 to 6 2013. This course will provide experienced developers with an in-depth, four day opportunity to expand their agent-based model implementation skills. The first three days of the course will focus on advanced topics for Java-based Repast Simphony. The fourth day will introduce C++-based Repast for High Performance Computing (Repast HPC). All four days will include extensive hands-on exercises demonstrating the course material. The course will be held at Argonne, which is located in the suburbs of Chicago, Illinois USA.",http://www.dis.anl.gov/conferences/adv_repast/info.html,Ozge,Agent-Based Modelling,o.dilaverkalkan@surrey.ac.uk,,262
3/8/2013 14:28:06,Course on Social and Economic Networks: Models and Analysis,,2013-04-01 (8 weeks),online,Stanford University,"Learn how to model social and economic networks and their impact on human behavior. How do networks form, why do they exhibit certain patterns, and how does their structure impact diffusion, learning, and other behaviors? We will bring together models and techniques from economics, sociology, math, physics, statistics and computer science to answer these questions.",https://www.coursera.org/course/networksonline,Ozge,Social Networks,o.dilaverkalkan@surrey.ac.uk,,262
3/8/2013 14:33:28,International Workshop on  Nature Inspired Cooperative Strategies for Optimization,NISCO 2013,2013-09-02 to '2013-09-04,"Canterbury, United Kingdom",,"Biological and natural processes have always been a source of inspiration for computer science and information technology in many real-world applications. Its well known that biological entities, from single cell organisms - like bacteria - to humans, often engage on a rich repertoire of social interaction that could range from altruistic cooperation through open conflict. One specific kind of social interaction is cooperative problem solving (CPS), where a group of autonomous entities work together to achieve certain goal.",http://www.nicso2013.org/,Ozge,"Methods in General, Complex Systems",o.dilaverkalkan@surrey.ac.uk,2013-04-15,262
3/8/2013 15:01:36,"3rd Lisbon Machine Learning School - ""Learning with Big Data""",,2013-07-24 to '2013-07-31,"Lisbon, Portugal",Instituto Superior Técnico,"The school will cover a range of Machine Learning (ML) topics, from theory to practice, that are important in solving Natural Language Processing (NLP) problems that arise in the analysis and use of Web data.
Our target audience is:-Researchers and graduate students in the fields of NLP and Computational Linguistics;
- Computer scientists who have interests in statistics and machine learning;- Industry practitioners who desire a more in depth understanding ofthese subjects.",http://lxmls.it.pt/2013/,Ozge,Methods in General,o.dilaverkalkan@surrey.ac.uk,2013-04-15,262
3/10/2013 22:45:17,European Agent Systems Summer School,EASSS 2013,1st July to the 5th July 2013,UK,"King's College London, Department of Informatics","Since 1999, the European Agent Systems Summer School aims to provide a valuable forum for knowledge exchange between various research groups in its field for the benefit of students and researchers at both beginner and advanced level. EASSS has been organized annually in different European locations since its initiation.

EASSS attracts about 100 students each year. The school provides a wide range of state-of-the-art courses given by the most prominent
researchers in the area. A typical course is 4 hours in total, and is of
sufficient breadth to provide a general introduction to the chosen
topic, while also exploring relevant topics in depth. EASSS 2013 will be
co-located and run in parallel with the Advanced Course on AI Summer
School 2013, giving students the opportunity to interact with a wide variety of peers.

Further details on the tutorial programme, on how to apply to attend the summer school and on costs will be available shortly. We also expect to have some grants available that students may apply for.

The program will include a student session, for which a separate call
for papers will be available soon.

If you have any questions, please contact the local organisers at the
following email address:easss13@kcl.ac.uk",http://www.inf.kcl.ac.uk/events/easss13/ ,Richard,"Spatial and Ecological-Economic issues, Market Dynamics, Policy Making, Social Conflict and Social Simulation, Societal Transitions, Agent-Based Modelling, System Dynamics, Methods in General, Game Theory, Complex Systems, Social Networks",agents,,262
3/15/2013 15:04:03,Longitudinal Network Analysis with RSIENA,SIENA,2013-09-16,"Bertinoro (Emilia-Romagna), Italy",University of Bologna,"The course is designed primarily for researchers who are currently doing longitudinal social network research or who are embarking upon it. More specifically, the course is about how to analyze panel data (observed at two or more discrete moments in time) on complete social networks (all the network ties within a set of actors are observed as present or absent, except a moderate amount of missing data). The course will treat the statistical modeling of the dynamics of social networks and of the co-evolution of networks and actors, according to the actor-based approach of SIENA models. Some attention will be given also to non-longitudinal network models, the so-called Exponential Random Graph Models (ERGM).
The course will cover both theoretical and practical issues and includes extensive laboratory practice with RSIENA, the implementation of SIENA models in the R environment for statistical computing. For extensive information, materials and references about the statistical analysis of social network dynamics and the SIENA approach see the SIENA website (http://www.stats.ox.ac.uk/~snijders/siena/ )
Those who are new to Social Network Analysis are advised to look at some introductory materials, such as:
-       The free online textbook on social network analysis (2005) by Robert Hanneman and Mark Riddle, Introduction to social network methods (http://faculty.ucr.edu/~hanneman/nettext/ )
-       John Scott, Social Network Analysis: A Handbook. (2nd edition). Sage, 2000",http://www.sa.unibo.it/SA/Bacheca/Eventi/2013/09/Longitudinal_Network_Analysis_with_RSIENA.htm,Ozge,"Spatial and Ecological-Economic issues, Market Dynamics, Methods in General, Social Networks",Guido Fioretti guido.fioretti@unibo.it,2013-08-31,263
4/20/2013 9:52:23,TALISMAN Summer School: Computer Programming for Social Scientists,,2013-07-15 to '2013-07-19 ,"Leeds, UK",The TALISMAN node of the National Centre for Research Methods,"The TALISMAN node of the National Centre for Research Methods is pleased to offer a five-day summer school on computer programming for social scientists. The school aims to bring social scientists without any programming experience to the point where they can program their own social science models and applications. It will provide a beginners’-level introduction to computer programming using examples drawn from social science. It will also introduce key libraries, methodologies, and platforms available for social science programmers.
 
Students will learn the high-level programming language Java. Java was chosen because it is the most in-demand language in industry, and because people who learn the language should have no difficulty picking up other languages.
 
The school offers a unique, hands-on learning experience. Practical work will include building up core social science models, and will introduce students to Spatial Interaction Modelling, Microsimulation, Agent-based modelling, Genetic Algorithms and other Artificial Intelligence techniques, Statistical Analysis and Scientific Visualisation. Each day there will be a two hour “hacking” workshop for students to build their own software with advice from experienced staff.",http://www.geog.leeds.ac.uk/research/events/computer-programming-for-social-scientists/,Ozge,"Agent-Based Modelling, Methods in General",o.dilaverkalkan@surrey.ac.uk,2013-04-30,263
5/15/2013 11:28:02,Centre for Business Network Analysis Summer School,CBNA Summer School,2013-05-17 - 2013-05-25,London,University of Greenwich,"The Centre for Business Network Analysis at the University of Greenwich are hosting the Greenwich Summer School entirely dedicated to research design, data collection, and statistical methods for SNA of individuals and organisations.  The Summer School offers five courses, each running for 7 half-days (28 hours each) from 17 to 25 June 2013 in our Hamilton House conference centre.",https://showtime.gre.ac.uk/index.php/business/cbna2013/schedConf/index,Ozge,"Spatial and Ecological-Economic issues, Market Dynamics, Policy Making, Agent-Based Modelling, Social Networks","Guido Fioretti, guido.fioretti@unibo.it",,264
7/20/2013 14:26:26,"9th International Graduate Conference in Political Science, International Relations and Public Policy",,"December 11-13, 2013",Hebrew University of Jerusalem,,"The conference offers an excellent opportunity for graduate students at different stages (from completion of an MA thesis to the completion of a PhD) to present their work, receive feedback and learn about the work of colleagues, in a hospitable and thought-provoking atmosphere.

This year we offer three tracks: 12 research workshops, a parallel panels track, and 5 methodological workshops.  We are hosting six leading scholars from overseas, as well as many of the leading Israeli scholars who will run workshops and serve as discussants on panels.

The Call for Papers, which includes the full list of workshops, as well as additional information regarding the conference and the application form, can be found on the conference website.",http://gradcon.huji.ac.il/,Richard,"Policy Making, Social Conflict and Social Simulation, Agent-Based Modelling, Methods in General, Complex Systems",POLMETH,2013-12-20,264
7/28/2013 12:44:27,Modelling Organisational Behaviour and Social Agency,Organisation and Agency,2014-01-27 - 2014-01-28,Bournemouth,Bournemouth University,"We would like to bring together people that are interested in any aspect of ABM of social agents in organisations, examining the applications, structure, how-to, potentials, and philosophical and theoretical underpinnings of ABMs applied to organisational behaviour and social agency. The workshop welcomes contributions from any discipline, including but not limited to psychology, sociology, management, computer science, cognitive science, articial intelligence, economics, philosophy. Submissions may range from empirical investigations to theoretical and philosophical studies. The agenda of the workshop is set by but not restricted to questions such as the following:
- How do individuals process information, internalise norms, behaviours and, more broadly, set exchange mechanisms with external resources?
- How may this be modelled as a socially distributed cognitive system that supports socially extended decision making ?
- What are the advantages to analyse social and organisational phenomena such as conflict, unethical and irrational behaviour, misinterpretation of norms, bandwagon or snob eects via ABMs and how would this advance our knowledge?
- What is the link, if any, between distributed cognition and ABMs?
Abstracts of up to 1,000 words (excluding references, tables, gures, etc.), double-space, standard font should be submitted by November 3, 2013, midnight, London time.",,Richard,"Market Dynamics, Policy Making, Agent-Based Modelling, Methods in General, Complex Systems",Martin Neumann maneumann@uni-koblenz.de,12/15/2013,265
9/10/2013 19:31:02,Symposium: Agent based models of landscape scale socio-ecological systems ,,"Wednesday September 11, 2013","Manchester, UK ",At the 2013 European Congress of the International Association for Landscape Ecology (IALE),"ABM Symposium programme

14:00-15:40 - Session I
- Flávia Cardoso Pereira dos Santos, Henrique Donancio, Glenda Dimuro, Diana Adamatti, Graçaliz Dimuro and Esteban De Manuel Jerez - Using artifacts to model systems in social simulation: A case study in an urban vegetable garden
- Jon Pocock, Siôn Jones, Chris Counsell and Helen Wilkinson - Agent based models of water abstraction reform policy options
- Laurence Jolivet, Marianne Cohen and Anne Ruas - Assessing the effect of landscape change on fauna by agent-based model simulation
- Nic Elliot, Samuel Cushman, Andy Loveridge and David Macdonald - Simulating the effects of fencing protected areas on genetic diversity of lions in southern Africa
- Shah Jamal Alam, Martha Bakker, Eleni Karali, J. van Dijk, Mark Rounsevell - A land exchange agent-based model for the Baakse Beek region in Netherlands

16:05-17:45 - Session II
- James D.A Millington - Representing cultural change in agent-based models of landscape scale socio-ecological systems
- Alessandro Gimona and Gary Polhill - Effect of food price spikes on the provision of ecosystem services: a coupled agent-based and environmental model
- Thomas Dalang and Anna M. Hersperger - Qualitative Comparative Analysis as a tool for modeling agents
- Jasper van Vliet - A meta-analysis of agricultural land change in Europe to aid the design of an agent based land use model",http://www.iale2013.eu,Richard,"Spatial and Ecological-Economic issues, Social Conflict and Social Simulation, Agent-Based Modelling, Methods in General, Complex Systems",repast-interest,,265
9/12/2013 20:44:24,"""FORmulando el MAñana"" (Formulating the future)",FORMA'13,10/23/2013,"Sevilla, SPAIN","CCIA – Department of Computer Science and Artificial Intelligence, University of Sevilla & CULTURADIGITAL.CC. With support of European Network for Social Intelligence (SintelNet.eu)","*Study of contemporary issues: Cases of study related to current contemporary issues arising from the informational, socio-cultural and technological paradigm, with a strong network behavior.
*Simulation of complex processes: Models that attempt to explain a phenomenon well defined visually, but with so much complexity that requires advanced computational techniques and an interdisciplinary approach.
*Working with scenarios in space: Approaches to place special emphasis on spatial interaction -either physical or abstract space- of the nodes involved in the phenomenon.
*Direct understanding based on visualization: Simulation models that provide a primarily visual response for the phenomena under explanation, in a way that the results are more easily assimilated from different social stakeholders.",http://forma.culturadigital.cc,Richard,"Spatial and Ecological-Economic issues, Agent-Based Modelling, Complex Systems, Social Networks","With the participation of ""Laboratory for Socio-Historical Dynamics Simulation"" (LSDS-UAB) <lsds@uab.cat>",,265
11/11/2013 15:20:57,11th European Workshop on Multi-Agent Systems,EUMAS-2013,12-13 December 2013,"Toulouse, France ",,"Action and Planning, Adaptation and Learning, Agent Architectures, Agent Programming Languages, Agents and Complex Systems, Agent Based Simulation, Ambient Intelligence Applications, Argumentation, Autonomy, Bio-inspired Approaches to Agents and Multi-Agent Systems, Cognitive Models, Collective and Swarm Intelligence, Collective Intentionality, Communication, Competition, Complexity, Cooperation, Coordination, E-*Applications, Economic Models, Emergence, Emotion, Formal Models, Game Theoretic Models, Grid Computing, Logics for Multi-Agent Systems, Methodologies, Negotiation, Organisations and Institutions, Proactivity and Reactivity,  Protocols, Robotics, Self-organisation, Semantic Web Agents, Agent-based Service Oriented Computing, Socio-technical Systems, Agent-oriented Software Engineering, Standards, Teamwork, Theories of Agency, Tools, Trust and Reputation, Ubiquitous Computing, Verification, Virtual Agents",http://www.irit.fr/EUMAS2013/ ,Richard,"Spatial and Ecological-Economic issues, Market Dynamics, Policy Making, Social Conflict and Social Simulation, Societal Transitions, Agent-Based Modelling, System Dynamics, Methods in General, Game Theory, Complex Systems, Social Networks",agents-request,,266
11/11/2013 15:32:31,"Call - General Online Research Thesis Award (5-7 Mar, Cologne)",GOR 14,"5-7 March, 2014",Germany,Cologne University of Applied Sciences,"All submissions relevant to online research are welcome. Presentations in the last years covered a broad range of topics, be it online surveys or research concerning the Internet or social aspects of the Web. Since 1997, GOR has been attended by researchers and other professionals who want to stay on top of new developments and best practices for their work in companies and academia.

The GOR Thesis Award Competition is an integral part of the GOR conference series and takes place bianually.

Submissions should include the thesis as PDF-file, an extended abstract (limited to 7000 characters (including spaces), about 2 pages), a cover letter with details on affiliation, degree program, supervisors, and graduation date, together with an agreement to present the results at the GOR conference. Presentations in the GOR Thesis Award 2014 Competition last 15 minutes followed by 5 minutes of discussion.",http://www.gor.de/,Richard,"Social Conflict and Social Simulation, Societal Transitions, Agent-Based Modelling, System Dynamics, Methods in General, Complex Systems, Social Networks",POLMETH,2013-11-15 (Deadline for abstract submission for the GOR Thesis Award),266
